t,v
21-01-2021 11:32,247.006
21-01-2021 15:12,242.515
21-01-2021 15:12,237.7246
21-01-2021 17:02,234.1317
21-01-2021 17:02,229.6407
22-01-2021 05:54,225.7485
22-01-2021 15:04,228.4431
22-01-2021 18:45,232.3353
22-01-2021 22:25,237.1257
23-01-2021 00:15,242.8144
23-01-2021 02:05,249.1018
23-01-2021 02:05,253.2934
23-01-2021 02:05,259.2814
23-01-2021 03:56,264.6707
23-01-2021 03:56,269.4611
23-01-2021 05:46,274.8503
23-01-2021 05:46,282.0359
23-01-2021 07:36,286.8264
23-01-2021 07:36,292.515
23-01-2021 09:26,299.7006
23-01-2021 13:06,306.2874
23-01-2021 13:06,311.3773
23-01-2021 13:06,318.2635
23-01-2021 20:27,315.8683
24-01-2021 03:48,313.1737
24-01-2021 03:48,311.0779
24-01-2021 16:39,315.2695
24-01-2021 20:19,311.0779
24-01-2021 22:09,306.5868
25-01-2021 00:00,301.1976
25-01-2021 00:00,297.6048
25-01-2021 00:00,295.2096
25-01-2021 03:40,291.6168
25-01-2021 12:51,293.7126
25-01-2021 12:51,297.3054
25-01-2021 16:31,299.7006
25-01-2021 20:11,289.2216
25-01-2021 20:11,284.1317
25-01-2021 20:11,279.6407
25-01-2021 20:11,275.1497
25-01-2021 23:52,269.1617
25-01-2021 23:52,263.4731
26-01-2021 01:42,259.5808
26-01-2021 05:22,255.6886
26-01-2021 05:22,250
26-01-2021 07:12,245.2096
26-01-2021 07:12,243.1138
26-01-2021 18:13,260.7785
26-01-2021 23:44,252.994
26-01-2021 20:03,249.1018
26-01-2021 21:54,243.1138
26-01-2021 21:54,237.1257
26-01-2021 21:54,233.2335
27-01-2021 03:24,230.2395
27-01-2021 14:25,226.6467
27-01-2021 23:36,231.4371
27-01-2021 23:36,235.9281
28-01-2021 05:06,241.9162
28-01-2021 05:06,248.503
28-01-2021 10:37,253.5928
28-01-2021 08:47,258.982
28-01-2021 10:37,264.3713
28-01-2021 12:27,270.0599
28-01-2021 12:27,274.2515
28-01-2021 12:27,279.3413
28-01-2021 12:27,283.5329
28-01-2021 12:27,286.527
28-01-2021 16:07,293.4132
28-01-2021 16:07,298.8024
28-01-2021 16:07,303.8922
28-01-2021 19:48,308.6827
28-01-2021 21:38,312.2755
28-01-2021 21:38,316.7665
28-01-2021 23:28,319.7605
29-01-2021 03:08,305.988
29-01-2021 06:49,300.8982
29-01-2021 06:49,297.6048
29-01-2021 06:49,290.7186
29-01-2021 06:49,286.2276
29-01-2021 06:49,281.4371
29-01-2021 10:29,278.7425
29-01-2021 17:50,275.1497
29-01-2021 17:50,283.5329
29-01-2021 19:40,288.024
29-01-2021 19:40,292.8144
29-01-2021 21:30,295.8084
29-01-2021 23:20,300.2994
30-01-2021 06:41,285.6288
